Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
455,Elijah Mitchell,SFO,24,RB,5,1,4,3,75.00%,7,2.3,0,0,50,5,1.8,0.6,1.4,0
456,Jonathan Ward,2TM,25,RB,8,0,3,2,66.70%,7,3.5,0,1,66.7,4,2.3,0.3,0.9,0
457,Maurice Alexander,DET,25,WR,4,0,1,1,100.00%,7,7,0,0,0,7,7,0.3,1.8,0
458,Jalen Camp,HOU,24,WR,2,0,1,1,100.00%,7,7,0,1,100,7,7,0.5,3.5,0
459,Tyler Mabry,SEA,26,TE,2,0,1,1,100.00%,7,7,1,1,100,7,7,0.5,3.5,0
460,Tommy Sweeney,BUF,27,TE,5,0,1,1,100.00%,7,7,0,1,100,7,7,0.2,1.4,0
461,Dwayne Washington,NOR,28,RB,12,0,1,1,100.00%,7,7,0,0,100,7,7,0.1,0.6,0
462,Pharoh Cooper,ARI,27,WR,5,1,2,2,100.00%,6,3,0,0,0,3,3,0.4,1.2,0
463,Mason Schreck,HOU,29,TE,3,1,2,2,100.00%,6,3,0,0,50,6,3,0.7,2,0
464,C.J. Board,TEN,29,WR,4,0,1,1,100.00%,6,6,0,0,100,6,6,0.3,1.5,1
465,Jacob Harris,LAR,25,WR,7,0,1,1,100.00%,6,6,0,1,100,6,6,0.1,0.9,0
466,Patrick Mahomes*+,KAN,27,QB,17,17,1,1,100.00%,6,6,0,0,100,6,6,0.1,0.4,5
467,Devin Asiasi,CIN,25,TE,12,0,4,2,50.00%,5,2.5,0,0,25,6,1.3,0.2,0.4,0
468,Jason Cabinda,DET,26,LB,8,2,4,1,25.00%,5,5,0,1,25,5,1.3,0.1,0.6,0
469,Jared Goff*,DET,28,QB,17,17,1,1,100.00%,5,5,0,0,100,5,5,0.1,0.3,7
470,Jason Moore,LAC,27,WR,6,0,2,1,50.00%,5,5,0,0,0,5,2.5,0.2,0.8,0
471,Ty'Son Williams,ARI,26,RB,1,0,1,1,100.00%,5,5,0,0,0,5,5,1,5,0
472,Mike Davis,BAL,29,RB,8,0,2,2,100.00%,4,2,0,0,0,7,2,0.3,0.5,1
473,Jeff Driskel,HOU,29,QB,7,2,1,1,100.00%,4,4,0,0,100,4,4,0.1,0.6,0
474,Kamu Grugier-Hill,2TM,28,LB-LLB,15,6,1,1,100.00%,4,4,0,1,100,4,4,0.1,0.3,0
475,Richard Rodgers,LAC,30,TE,10,1,4,1,25.00%,4,4,0,0,0,4,1,0.1,0.4,0
476,Caleb Huntley,ATL,24,RB,12,0,2,2,100.00%,3,1.5,0,0,0,2,1.5,0.2,0.3,1
477,Erik Ezukanma,MIA,22,WR,1,0,1,1,100.00%,3,3,0,0,0,3,3,1,3,0
478,Godwin Igwebuike,SEA,28,RB,5,0,1,1,100.00%,3,3,0,0,0,3,3,0.2,0.6,0
479,Mason Kinsey,TEN,24,WR,2,0,1,1,100.00%,3,3,0,0,0,3,3,0.5,1.5,1
480,Devine Ozigbo,DEN,26,RB,4,0,1,1,100.00%,3,3,0,0,0,3,3,0.3,0.8,0
481,Montrell Washington,DEN,23,WR,15,1,9,4,44.40%,2,0.5,0,0,0,4,0.2,0.3,0.1,5
482,Cody White,PIT,24,WR,1,1,1,1,100.00%,2,2,0,0,0,2,2,1,2,0
483,Zach Wilson,NYJ,23,QB,9,9,1,1,100.00%,2,2,1,1,100,2,2,0.1,0.2,1
484,Russell Wilson,DEN,34,QB,15,15,1,1,100.00%,1,1,0,0,0,1,1,0.1,0.1,6
485,Josh Ali,ATL,23,WR,2,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
486,David Bakhtiari,GNB,31,LT,11,11,1,0,0.00%,0,,0,0,0,0,0,0,0,0
487,Khari Blasingame,CHI,26,FB,16,6,1,0,0.00%,0,,0,0,0,0,0,0,0,0
488,Tom Brady,TAM,45,QB,17,17,1,0,0.00%,0,,0,0,0,0,0,0,0,5
489,Jack Conklin,CLE,28,RT,14,14,1,0,0.00%,0,,0,0,0,0,0,0,0,0
490,Tanner Conner,MIA,24,TE,13,0,3,0,0.00%,0,,0,0,0,0,0,0,0,0
491,Tyrion Davis-Price,SFO,22,RB,6,0,2,0,0.00%,0,,0,0,0,0,0,0,0,0
492,Gus Edwards,BAL,27,RB,9,4,2,0,0.00%,0,,0,0,0,0,0,0,0,1
493,Miller Forristall,CLE,24,TE,4,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
494,Feleipe Franks,ATL,25,QB,11,1,2,0,0.00%,0,,0,0,0,0,0,0,0,0
495,Tanner Gentry,BUF,28,WR,3,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
496,Josh Gordon,TEN,31,WR,2,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
497,Lance McCutcheon,LAR,23,WR,10,1,5,0,0.00%,0,,0,0,0,0,0,0,0,0
498,Stanley Morgan Jr.,CIN,26,WR,14,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
499,Jaret Patterson,WAS,23,RB,3,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
500,Noah Togiai,PHI,25,TE,2,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
501,Jake Tonges,CHI,23,TE,4,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
502,DJ Turner,LVR,25,WR,9,0,1,0,0.00%,0,,0,0,0,0,0,0,0,1
503,James Washington,DAL,26,WR,2,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
504,Charlie Woerner,SFO,25,TE,17,2,2,0,0.00%,0,,0,0,0,0,0,0,0,0
505,Giovani Bernard,TAM,31,RB,8,0,2,2,100.00%,-1,-0.5,0,0,0,6,-0.5,0.3,-0.1,1
506,Drew Sample,CIN,26,TE,2,2,2,2,100.00%,-2,-1,0,0,0,2,-1,1,-1,0
507,Bailey Zappe,NWE,23,QB,4,2,1,1,100.00%,-6,-6,0,0,0,-6,-6,0.3,-1.5,4
508,Justin Herbert,LAC,24,QB,17,17,2,2,100.00%,-10,-5,0,0,0,-2,-5,0.1,-0.6,8
