Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
450,Antoine Green,DET,24,WR,9,0,2,1,50.00%,2,2,0,0,0,2,1,0.1,0.2,0
451,Ko Kieft,TAM,25,TE,16,6,5,1,20.00%,2,2,1,1,20,2,0.4,0.1,0.1,0
452,Kwamie Lassiter II,CIN,25,WR,1,0,1,1,100.00%,2,2,0,0,0,2,2,1,2,0
453,Giovanni Ricci,CAR,27,TE,5,0,1,1,100.00%,2,2,0,0,0,2,2,0.2,0.4,0
454,Jeffery Simmons,TEN,26,DT,12,12,1,1,100.00%,2,2,1,1,100,2,2,0.1,0.2,0
455,Ben Bredeson,NYG,25,G,16,16,1,1,100.00%,0,0,0,0,0,0,0,0.1,0,0
456,Gunner Olszewski,2TM,27,WR,12,0,1,1,100.00%,0,0,0,0,0,0,0,0.1,0,4
457,Donovan Smith,KAN,30,T,12,12,1,1,100.00%,0,0,0,0,0,0,0,0.1,0,0
458,C.J. Stroud*,HOU,22,QB,15,15,1,1,100.00%,0,0,0,0,0,0,0,0.1,0,8
459,Damiere Byrd,ATL,30,WR,1,0,2,0,0.00%,0,,0,0,0,0,0,0,0,0
460,Irvin Charles,NYJ,26,WR,12,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
461,Phillip Dorsett,DEN,30,WR,2,1,3,0,0.00%,0,,0,0,0,0,0,0,0,0
462,D'Wayne Eskridge,SEA,26,WR,4,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
463,Erik Ezukanma,MIA,23,WR,2,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
464,Jamycal Hasty,2TM,27,RB,5,0,2,0,0.00%,0,,0,0,0,0,0,0,0,0
465,Travis Homer,CHI,25,RB,16,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
466,Shedrick Jackson,CIN,24,WR,5,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
467,Sean McKeon,DAL,26,TE,9,0,2,0,0.00%,0,,0,0,0,0,0,0,0,0
468,Jordan Mims,NOR,24,RB,2,0,2,0,0.00%,0,,0,0,0,0,0,0,0,0
469,Albert Okwuegbunam,PHI,25,TE,4,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
470,James Proche,CLE,27,WR,10,1,5,0,0.00%,0,,0,0,0,0,0,0,0,1
471,Amari Rodgers,IND,24,WR,3,0,2,0,0.00%,0,,0,0,0,0,0,0,0,0
472,Ryan Tannehill,TEN,35,QB,10,8,1,0,0.00%,0,,0,0,0,0,0,0,0,4
473,Trent Taylor,CHI,29,WR,17,0,2,0,0.00%,0,,0,0,0,0,0,0,0,2
474,Jonathan Williams,WAS,29,RB,1,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0
475,Rodney Williams,PIT,25,TE,13,0,2,0,0.00%,0,,0,0,0,0,0,0,0,0
476,Juwann Winfree,IND,27,WR,8,1,1,0,0.00%,0,,0,0,0,0,0,0,0,0
477,Chris Evans,CIN,26,RB,8,0,1,1,100.00%,-1,-1,0,0,0,-1,-1,0.1,-0.1,0
478,James Robinson,GNB,25,RB,1,0,1,1,100.00%,-2,-2,0,0,0,-2,-2,1,-2,0
479,Geno Smith*,SEA,33,QB,15,15,1,1,100.00%,-2,-2,0,0,0,-2,-2,0.1,-0.1,5
480,Desmond Ridder,ATL,24,QB,15,13,1,1,100.00%,-6,-6,0,0,0,-6,-6,0.1,-0.4,12
481,Jake Browning,CIN,27,QB,9,7,1,1,100.00%,-7,-7,0,0,0,-7,-7,0.1,-0.8,3
482,David Wells,TAM,28,TE,5,0,2,2,100.00%,-10,-5,0,1,50,1,-5,0.4,-2,1
